household_type_id,ami_percentile,age_group,year,total_hh
More than one adult with children,100,45-64,2021,12266
More than one adult with children,100,45-64,2022,10921
More than one adult with children,100,45-64,2023,12290
More than one adult with children,100,65 and over,2000,1431
More than one adult with children,100,65 and over,2001,NA
More than one adult with children,100,65 and over,2002,2315
More than one adult with children,100,65 and over,2003,423
More than one adult with children,100,65 and over,2004,710
More than one adult with children,100,65 and over,2005,1087
More than one adult with children,100,65 and over,2006,1566
More than one adult with children,100,65 and over,2007,1260
More than one adult with children,100,65 and over,2008,1817
More than one adult with children,100,65 and over,2009,1062
More than one adult with children,100,65 and over,2010,1352
More than one adult with children,100,65 and over,2011,1322
More than one adult with children,100,65 and over,2012,1483
More than one adult with children,100,65 and over,2013,1960
More than one adult with children,100,65 and over,2014,1090
More than one adult with children,100,65 and over,2015,2030
More than one adult with children,100,65 and over,2016,1718
More than one adult with children,100,65 and over,2017,2950
More than one adult with children,100,65 and over,2018,3257
More than one adult with children,100,65 and over,2019,2649
More than one adult with children,100,65 and over,2021,3198
More than one adult with children,100,65 and over,2022,3003
More than one adult with children,100,65 and over,2023,3264
More than one adult with no children,100,Under 18,2000,31
More than one adult with no children,100,Under 18,2001,NA
More than one adult with no children,100,Under 18,2002,NA
More than one adult with no children,100,Under 18,2003,NA
More than one adult with no children,100,Under 18,2004,NA
More than one adult with no children,100,Under 18,2005,NA
More than one adult with no children,100,Under 18,2006,NA
More than one adult with no children,100,Under 18,2007,NA
More than one adult with no children,100,Under 18,2008,NA
More than one adult with no children,100,Under 18,2009,NA
More than one adult with no children,100,Under 18,2010,NA
More than one adult with no children,100,Under 18,2011,NA
More than one adult with no children,100,Under 18,2012,NA
More than one adult with no children,100,Under 18,2013,NA
More than one adult with no children,100,Under 18,2014,NA
More than one adult with no children,100,Under 18,2015,NA
More than one adult with no children,100,Under 18,2016,NA
More than one adult with no children,100,Under 18,2017,NA
More than one adult with no children,100,Under 18,2018,NA
More than one adult with no children,100,Under 18,2019,NA
More than one adult with no children,100,Under 18,2021,NA
More than one adult with no children,100,Under 18,2022,NA
More than one adult with no children,100,Under 18,2023,NA
More than one adult with no children,100,18-24,2000,3227
More than one adult with no children,100,18-24,2001,8121
More than one adult with no children,100,18-24,2002,3028
More than one adult with no children,100,18-24,2003,2437
More than one adult with no children,100,18-24,2004,3045
More than one adult with no children,100,18-24,2005,2935
More than one adult with no children,100,18-24,2006,2469
More than one adult with no children,100,18-24,2007,3017
More than one adult with no children,100,18-24,2008,2194
More than one adult with no children,100,18-24,2009,2990
More than one adult with no children,100,18-24,2010,2687
More than one adult with no children,100,18-24,2011,3416
More than one adult with no children,100,18-24,2012,2769
More than one adult with no children,100,18-24,2013,3538
More than one adult with no children,100,18-24,2014,2035
More than one adult with no children,100,18-24,2015,3648
More than one adult with no children,100,18-24,2016,3662
More than one adult with no children,100,18-24,2017,2358
More than one adult with no children,100,18-24,2018,2559
More than one adult with no children,100,18-24,2019,3174
More than one adult with no children,100,18-24,2021,2654
More than one adult with no children,100,18-24,2022,5128
More than one adult with no children,100,18-24,2023,6289
More than one adult with no children,100,25-44,2000,10656
More than one adult with no children,100,25-44,2001,10876
More than one adult with no children,100,25-44,2002,6351
More than one adult with no children,100,25-44,2003,6910
More than one adult with no children,100,25-44,2004,5496
More than one adult with no children,100,25-44,2005,8632
More than one adult with no children,100,25-44,2006,7752
More than one adult with no children,100,25-44,2007,8660
More than one adult with no children,100,25-44,2008,7066
More than one adult with no children,100,25-44,2009,9410
More than one adult with no children,100,25-44,2010,9161
More than one adult with no children,100,25-44,2011,8583
More than one adult with no children,100,25-44,2012,8622
More than one adult with no children,100,25-44,2013,10048
More than one adult with no children,100,25-44,2014,9271
More than one adult with no children,100,25-44,2015,10892
More than one adult with no children,100,25-44,2016,10650
More than one adult with no children,100,25-44,2017,8896
More than one adult with no children,100,25-44,2018,14238
More than one adult with no children,100,25-44,2019,19353
More than one adult with no children,100,25-44,2021,15005
More than one adult with no children,100,25-44,2022,15520
More than one adult with no children,100,25-44,2023,19050
More than one adult with no children,100,45-64,2000,10512
More than one adult with no children,100,45-64,2001,9317
More than one adult with no children,100,45-64,2002,15827
More than one adult with no children,100,45-64,2003,9063
More than one adult with no children,100,45-64,2004,11371
More than one adult with no children,100,45-64,2005,10604
More than one adult with no children,100,45-64,2006,14567
More than one adult with no children,100,45-64,2007,12205
More than one adult with no children,100,45-64,2008,12471
More than one adult with no children,100,45-64,2009,14466
More than one adult with no children,100,45-64,2010,13752
More than one adult with no children,100,45-64,2011,14103
More than one adult with no children,100,45-64,2012,12332
More than one adult with no children,100,45-64,2013,11196
More than one adult with no children,100,45-64,2014,11685
More than one adult with no children,100,45-64,2015,12079
More than one adult with no children,100,45-64,2016,12447
More than one adult with no children,100,45-64,2017,11532
More than one adult with no children,100,45-64,2018,15636
More than one adult with no children,100,45-64,2019,15539
More than one adult with no children,100,45-64,2021,14190
More than one adult with no children,100,45-64,2022,12162
More than one adult with no children,100,45-64,2023,11461
More than one adult with no children,100,65 and over,2000,7358
More than one adult with no children,100,65 and over,2001,7261
More than one adult with no children,100,65 and over,2002,8441
More than one adult with no children,100,65 and over,2003,7987
More than one adult with no children,100,65 and over,2004,10554
More than one adult with no children,100,65 and over,2005,6840
More than one adult with no children,100,65 and over,2006,8595
More than one adult with no children,100,65 and over,2007,8278
More than one adult with no children,100,65 and over,2008,7626
More than one adult with no children,100,65 and over,2009,7976
More than one adult with no children,100,65 and over,2010,9751
More than one adult with no children,100,65 and over,2011,10921
More than one adult with no children,100,65 and over,2012,10370
More than one adult with no children,100,65 and over,2013,12229
More than one adult with no children,100,65 and over,2014,11429
More than one adult with no children,100,65 and over,2015,12007
More than one adult with no children,100,65 and over,2016,13056
More than one adult with no children,100,65 and over,2017,12372
More than one adult with no children,100,65 and over,2018,11882
More than one adult with no children,100,65 and over,2019,12582
More than one adult with no children,100,65 and over,2021,15090
More than one adult with no children,100,65 and over,2022,16173
More than one adult with no children,100,65 and over,2023,16653
One adult with children,100,18-24,2000,18
One adult with children,100,18-24,2001,216
One adult with children,100,18-24,2002,870
One adult with children,100,18-24,2003,NA
One adult with children,100,18-24,2004,NA
One adult with children,100,18-24,2005,NA
One adult with children,100,18-24,2006,NA
One adult with children,100,18-24,2007,NA
One adult with children,100,18-24,2008,257
One adult with children,100,18-24,2009,NA
One adult with children,100,18-24,2010,NA
One adult with children,100,18-24,2011,NA
One adult with children,100,18-24,2012,NA
One adult with children,100,18-24,2013,NA
One adult with children,100,18-24,2014,NA
One adult with children,100,18-24,2015,NA
One adult with children,100,18-24,2016,NA
One adult with children,100,18-24,2017,NA
One adult with children,100,18-24,2018,NA
One adult with children,100,18-24,2019,143
One adult with children,100,18-24,2021,NA
One adult with children,100,18-24,2022,NA
